respondent_id,Q1_age_group,Q2_city_tier,Q3_residence_type,Q4_num_dogs,Q5_dog_type,Q6_ownership_duration,Q7_monthly_spend_inr,Q7_spend_range,Q8_top_spend_category,Q9_online_purchase_freq,Q10_challenges,Q11_vet_discovery,Q12_lost_dog_experience,Q13_pet_space_satisfaction,Q14_preferred_features,Q15_app_usage,Q16_purchase_platform,Q17_location_sharing,Q18_subscription_pref,Q19_adoption_interest,Q20_community_importance,Q21_social_media_dogs,Q22_reviews_importance,Q23_vax_tracking,Q24_emergency_vet_freq,Q25_app_adoption
R1309,25-34,Metro,Rented,2 dogs,Mixed breed|Adopted from shelter,5+ years,6958.0,5000-10000,Online marketplace,Frequently,Hard to find reliable vet,No reliable way,"Yes, managed eventually",Neutral,Pet-friendly places,Often,Local pet store,Yes always,Free with ads,No,Not at all,Passive,Extremely Important,Rely on memory,2-3 times a year,Maybe
R1310,45-59,Tier-2,Rented,None,nan,<1 year,209.0,<1000,Grooming,Rarely,Travel challenges with dog,Google Maps,"Yes, very difficult",Satisfied,Boarding/walking listings|Dog trainer directory|Dog-friendly travel guide,Sometimes,Amazon/Flipkart,Yes when using app,Free with ads,Yes considering,Not Important,Not interested,Very Important,Physical diary,Never,Yes
R1311,18-24,Tier-2,Gated apartment,3+ dogs,Rescued stray,1-3 years,8522.0,5000-10000,Food & treats,Occasionally,Hard to find reliable vet|Genuine food/accessories hard to find|Cannot find dog trainer|No pet-f,Word of mouth,"Yes, managed eventually",Satisfied,Health/vaccination tracker|Online marketplace|Lost-and-found alerts,Sometimes,Amazon/Flipkart,Yes when using app,Freemium,Maybe someday,Neutral,Not interested,Very Important,Rely on memory,Once a year or less,Maybe
R1312,45-59,Tier-2,Non-gated apartment,1 dog,Adopted from shelter,5+ years,4341.0,2500-5000,Grooming,Frequently,Hard to find reliable vet,Word of mouth,"Yes, very difficult",Dissatisfied,Event calendar,Sometimes,Brand website,Yes when using app,One-time purchase,No,Very Important,Passive,Very Important,Physical diary,Never,Maybe
R1313,25-34,Tier-2,Rented,1 dog,Indian Pariah,<1 year,1696.0,  1000-2500  ,Vet & medicines,Never,Hard to find boarding/walker|Travel challenges with dog,Word of mouth,"Yes, very difficult",Very Dissatisfied,Online marketplace|Dog-friendly travel guide,Sometimes,Amazon/Flipkart,Yes always,Annual sub,Maybe someday,Neutral,Active,Very Important,,Never,Maybe
R1314,45-59,Metro,Other,1 dog,Mixed breed|Adopted from shelter,3-5 years,7265.0,5000-10000,Accessories,Occasionally,Losing track of vaccinations|No pet-friendly spaces,Google Maps,"Yes, managed eventually",Very Dissatisfied,Pet-friendly places|Grooming listings,Often,Brand website,Yes always,Freemium,Yes considering,Somewhat Important,Not yet but would,Very Important,Don't track,2-3 times a year,Yes
R1315,25-34,Metro,Gated apartment,None,nan,Planning to adopt,197.0,<1000,nan,Frequently,Hard to find reliable vet|Difficulty adopting/fostering,Google Maps,"Yes, managed eventually",Neutral,Online marketplace|Nearby vet directory,Often,Local pet store,Unsure,Free with ads,Yes considering,Not at all,Not interested,Very Important,Don't track,Never,Yes
R1316,35-44,Tier-2,Gated apartment,3+ dogs,Indian Pariah|Mixed breed,1-3 years,7571.0,5000-10000,Grooming,Frequently,No local dog owner community|Travel challenges with dog|Hard to find reliable vet,No reliable way,No,Satisfied,Pet-friendly places|Grooming listings,Never,Amazon/Flipkart,Unsure,Free with ads,Yes actively,Neutral,Active,Somewhat Important,Don't track,2-3 times a year,Maybe
R1317,25-34,Tier-2,Gated apartment,None,Purebred,<1 year,,nan,Food & treats,Never,Hard to find reliable vet,No reliable way,Not applicable,Neutral,Dog trainer directory,,Amazon/Flipkart,Yes when using app,Monthly sub,Yes considering,Somewhat Important,Not interested,Very Important,Don't track,Never,Yes
R1318,35-44,Metro,Other,1 dog,Indian Pariah,1-3 years,2806.0,2500-5000,Vet & medicines,Frequently,No pet-friendly spaces|Hard to find reliable vet|Losing track of vaccinations,Google Maps,Not applicable,Dissatisfied,Dog trainer directory|Online marketplace|Community/playdates,Never,Local pet store,No,Annual sub,Maybe someday,Somewhat Important,Active,Very Important,Don't track,Once a year or less,Maybe
R1319,18-24,Tier-3,Independent house,1 dog,Purebred,5+ years,5403.0,5000-10000,Food & treats,Never,Hard to find reliable vet,Social media,No,Very Dissatisfied,Online marketplace,Sometimes,Local pet store,Yes when using app,Monthly sub,Yes actively,Neutral,Active,Very Important,Rely on memory,Never,Yes
R1320,18-24,Tier-3,Non-gated apartment,3+ dogs,Adopted from shelter,3-5 years,7926.0,5000-10000,Food & treats,Occasionally,No pet-friendly spaces,Google Maps,No,Very Dissatisfied,Boarding/walking listings,Rarely,Local pet store,Yes always,Freemium,Yes considering,Somewhat Important,Passive,Very Important,,2-3 times a year,Maybe
R1321,25-34,Tier-2,Gated apartment,1 dog,Adopted from shelter|Rescued stray,<1 year,2168.0,1000-2500,Food & treats,Occasionally,Losing track of vaccinations|Hard to find reliable vet|No pet-friendly spaces,Word of mouth,No,Very Dissatisfied,Online marketplace|Community/playdates|Nearby vet directory,Often,Local pet store,Yes when using app,Would not pay,Yes actively,Somewhat Important,Not yet but would,Very Important,Rely on memory,Never,Yes
R1322,18-24,Metro,Gated apartment,1 dog,Adopted from shelter|Rescued stray,5+ years,2581.0,2500-5000,Vet & medicines,Rarely,Travel challenges with dog|Hard to find boarding/walker|Lack of grooming services,No reliable way,"Yes, very difficult",Very Dissatisfied,Dog trainer directory,Never,Amazon/Flipkart,Yes always,Free with ads,Yes considering,Somewhat Important,Passive,Somewhat Important,Don't track,More than 3 times,No
R1323,45-59,Tier-3,Gated apartment,1 dog,Mixed breed,3-5 years,3291.0,2500-5000,Vet & medicines,Rarely,Hard to find boarding/walker|No local dog owner community,Word of mouth,No,Dissatisfied,Pet-friendly places,Rarely,Amazon/Flipkart,Yes when using app,Would not pay,Yes actively,Neutral,Passive,Somewhat Important,Rely on memory,Once a year or less,Maybe
R1324,25-34,Tier-2,Other,2 dogs,Mixed breed,1-3 years,4659.0,2500-5000,Boarding/walking,Rarely,Travel challenges with dog|Difficulty adopting/fostering,Pet app,"Yes, managed eventually",Very Satisfied,Community/playdates|Pet-friendly places,Never,Heads Up For Tails/Supertails,Yes always,Free with ads,Maybe someday,Somewhat Important,Active,,Physical diary,Never,Yes
R1325,60+,Tier-3,Independent house,None,nan,Planning to adopt,209.0,<1000,Food & treats,Occasionally,Hard to find reliable vet|Cannot find dog trainer|No pet-friendly spaces,Google Maps,"Yes, very difficult",Neutral,Community/playdates|Grooming listings,Often,Local pet store,Yes always,Freemium,No,Very Important,Not interested,Not Important,Don't track,Once a year or less,Maybe
R1326,25-34,Tier-3,Non-gated apartment,1 dog,Purebred,<1 year,2420.0,1000-2500,Food & treats,Never,No local dog owner community|Lack of grooming services,Google Maps,No,Dissatisfied,Lost-and-found alerts|Nearby vet directory|Adoption/fostering network,Never,Local pet store,,Annual sub,Yes considering,Very Important,Passive,Somewhat Important,Physical diary,Once a year or less,
R1327,18-24,Tier-3,Independent house,1 dog,Purebred,5+ years,,nan,Accessories,Frequently,No pet-friendly spaces|Difficulty adopting/fostering,Social media,"Yes, very difficult",Dissatisfied,Health/vaccination tracker,Rarely,Amazon/Flipkart,No,Free with ads,Yes considering,Somewhat Important,Not yet but would,Not Important,Don't track,More than 3 times,No
R1328,45-59,Tier-2,Independent house,2 dogs,Adopted from shelter,3-5 years,5945.0,5000-10000,Boarding/walking,Rarely,No local dog owner community|Hard to find boarding/walker|Lack of grooming services,Google Maps,Not applicable,Neutral,Nearby vet directory,,Amazon/Flipkart,Unsure,,Yes considering,Neutral,Active,Extremely Important,Rely on memory,Once a year or less,Maybe
R1329,35-44,Metro,Gated apartment,1 dog,Adopted from shelter|Indian Pariah,<1 year,3161.0,2500-5000,Vet & medicines,Frequently,Hard to find reliable vet|Difficulty adopting/fostering|Hard to find boarding/walker,Pet app,Not applicable,Satisfied,Dog trainer directory,Sometimes,Brand website,Unsure,,Yes considering,Very Important,Passive,,Rely on memory,Never,Yes
R1330,25-34,Tier-2,,1 dog,Adopted from shelter|Rescued stray,5+ years,,nan,Food & treats,Frequently,Hard to find reliable vet|Cannot find dog trainer|Hard to find boarding/walker,Google Maps,"Yes, very difficult",Neutral,Nearby vet directory|Health/vaccination tracker,Sometimes,Brand website,Unsure,Would not pay,Yes considering,Somewhat Important,Not yet but would,Very Important,Rely on memory,More than 3 times,Maybe
R1331,25-34,Tier-2,Gated apartment,1 dog,Mixed breed,1-3 years,1368.0,1000-2500,Vet & medicines,Occasionally,Hard to find boarding/walker|Losing track of vaccinations,,"Yes, very difficult",Neutral,Dog-friendly travel guide,Rarely,Don't buy online,Yes always,,Yes considering,Somewhat Important,Not interested,Very Important,Rely on memory,2-3 times a year,Maybe
R1332,35-44,Tier-2,Gated apartment,2 dogs,Mixed breed,1-3 years,3524.0,2500-5000,Food & treats,Occasionally,No pet-friendly spaces|Difficulty adopting/fostering|Hard to find reliable vet,,"Yes, very difficult",Very Dissatisfied,Dog-friendly travel guide,Rarely,Amazon/Flipkart,Yes when using app,Would not pay,Yes considering,Somewhat Important,Active,Very Important,Spreadsheet/notes app,More than 3 times,Yes
R1333,25-34,Metro,Independent house,3+ dogs,Indian Pariah|Mixed breed,1-3 years,8238.0,5000-10000,Training,Rarely,Difficulty adopting/fostering|Genuine food/accessories hard to find|No local dog owner community,Google Maps,Not applicable,Dissatisfied,Community/playdates|Health/vaccination tracker|Lost-and-found alerts,Rarely,Amazon/Flipkart,No,Annual sub,Maybe someday,,Active,Somewhat Important,Rely on memory,Once a year or less,No
R1334,60+,Metro,Gated apartment,1 dog,Adopted from shelter,3-5 years,,nan,Grooming,Very frequently,Hard to find reliable vet,Social media,"Yes, very difficult",Dissatisfied,Grooming listings,Rarely,Heads Up For Tails/Supertails,Yes when using app,Free with ads,Maybe someday,Neutral,Not interested,Very Important,Don't track,Never,Maybe
R1335,60+,Tier-3,Other,1 dog,Purebred,<1 year,,nan,Food & treats,Frequently,No pet-friendly spaces|Losing track of vaccinations|Genuine food/accessories hard to find|Travel,Google Maps,"Yes, managed eventually",Very Satisfied,Nearby vet directory,Often,Heads Up For Tails/Supertails,Unsure,Freemium,No,Very Important,Not yet but would,Extremely Important,Rely on memory,Once a year or less,No
R1336,35-44,Tier-2,Rented,1 dog,Purebred,3-5 years,2209.0,1000-2500,Training,Very frequently,Losing track of vaccinations|Difficulty adopting/fostering,Social media,"Yes, very difficult",Very Dissatisfied,Dog trainer directory,Often,Amazon/Flipkart,Yes when using app,Free with ads,Maybe someday,Very Important,Passive,Very Important,Don't track,Never,Yes
R1337,18-24,Tier-3,,None,nan,<1 year,,nan,nan,Occasionally,No pet-friendly spaces|Hard to find reliable vet|Hard to find boarding/walker,Social media,"Yes, managed eventually",Dissatisfied,Health/vaccination tracker|Dog trainer directory,Sometimes,Local pet store,Yes when using app,Monthly sub,No,Very Important,Not interested,Very Important,,Never,Maybe
R1338,35-44,Tier-3,Non-gated apartment,1 dog,Indian Pariah,1-3 years,55250.0,>10000,Boarding/walking,Frequently,No pet-friendly spaces|No local dog owner community|Difficulty adopting/fostering|Genuine food/a,Google Maps,No,Dissatisfied,Event calendar|Pet-friendly places,Rarely,Amazon/Flipkart,Unsure,Would not pay,Maybe someday,Neutral,Passive,Very Important,Spreadsheet/notes app,More than 3 times,Maybe
R1339,18-24,Tier-2,Rented,1 dog,Rescued stray,1-3 years,,nan,Online marketplace,Occasionally,Travel challenges with dog|Hard to find reliable vet|Cannot find dog trainer,Pet app,"Yes, managed eventually",Satisfied,Adoption/fostering network|Nearby vet directory,Never,Amazon/Flipkart,Yes when using app,Free with ads,Maybe someday,Very Important,Passive,Extremely Important,Dedicated pet app,More than 3 times,Maybe
R1340,18-24,Tier-2,,1 dog,Indian Pariah|Mixed breed,3-5 years,-1747.0,1000-2500,Food & treats,Frequently,Hard to find reliable vet|No pet-friendly spaces,Google Maps,No,Very Dissatisfied,Nearby vet directory,Rarely,Local pet store,Yes when using app,Free with ads,Maybe someday,Very Important,Not yet but would,Very Important,Dedicated pet app,More than 3 times,Yes
R1341,25-34,Tier-3,Rented,3+ dogs,Adopted from shelter,3-5 years,9682.0,5000-10000,Food & treats,Never,No pet-friendly spaces|Hard to find boarding/walker|Genuine food/accessories hard to find,Word of mouth,No,Very Dissatisfied,Grooming listings,Rarely,Amazon/Flipkart,No,Annual sub,Maybe someday,Neutral,Passive,Extremely Important,Dedicated pet app,Once a year or less,Yes
R1342,25-34,Tier-2,Rented,1 dog,Mixed breed,5+ years,5728.0,5000-10000,Vet & medicines,Occasionally,Genuine food/accessories hard to find|Hard to find boarding/walker|Lack of grooming services,Social media,No,Very Dissatisfied,Community/playdates|Health/vaccination tracker,Sometimes,Local pet store,Yes when using app,Freemium,Maybe someday,Somewhat Important,Passive,Somewhat Important,Rely on memory,Once a year or less,Maybe
R1343,45-59,Tier-2,Independent house,2 dogs,Adopted from shelter|Purebred,3-5 years,3796.0,2500-5000,Boarding/walking,Frequently,No pet-friendly spaces,Social media,No,Dissatisfied,Health/vaccination tracker|Community/playdates|Event calendar,Sometimes,Amazon/Flipkart,,Freemium,Maybe someday,,Passive,Somewhat Important,Don't track,Never,Maybe
R1344,35-44,Metro,Independent house,1 dog,Mixed breed|Indian Pariah,<1 year,6458.0,5000-10000,Online marketplace,Frequently,Hard to find reliable vet,,Not applicable,Neutral,Nearby vet directory|Grooming listings,Never,Amazon/Flipkart,Unsure,Monthly sub,Maybe someday,Neutral,Not yet but would,Somewhat Important,Don't track,Once a year or less,Yes
R1345,35-44,Tier-2,Other,1 dog,Indian Pariah,1-3 years,,nan,Vet & medicines,Occasionally,Lack of grooming services,Social media,No,Satisfied,Pet-friendly places|Online marketplace,Sometimes,Brand website,Yes when using app,Free with ads,Maybe someday,Somewhat Important,Not yet but would,Very Important,Physical diary,Once a year or less,Yes
R1346,25-34,Tier-2,Gated apartment,1 dog,Purebred|Mixed breed,1-3 years,,nan,Food & treats,Frequently,Travel challenges with dog|Hard to find boarding/walker|Cannot find dog trainer,Google Maps,No,Satisfied,Grooming listings|Adoption/fostering network|Nearby vet directory,Sometimes,Local pet store,Yes always,Freemium,Yes considering,Very Important,Passive,Very Important,Physical diary,2-3 times a year,Yes
R1347,25-34,Metro,Independent house,1 dog,Rescued stray,5+ years,4108.0,2500-5000,Food & treats,Rarely,Losing track of vaccinations,Word of mouth,No,Neutral,Pet-friendly places|Grooming listings,Rarely,Brand website,No,Annual sub,Yes considering,Somewhat Important,Passive,Somewhat Important,Spreadsheet/notes app,Once a year or less,No
R1348,25-34,Metro,Gated apartment,1 dog,Indian Pariah|Rescued stray,<1 year,5194.0,5000-10000,Grooming,Occasionally,No pet-friendly spaces,Google Maps,"Yes, very difficult",Satisfied,Dog-friendly travel guide|Nearby vet directory,Often,Local pet store,Yes when using app,Freemium,Yes actively,Very Important,Passive,,Rely on memory,2-3 times a year,Maybe
R1349,60+,Metro,Gated apartment,2 dogs,Mixed breed,1-3 years,5298.0,5000-10000,Vet & medicines,Occasionally,Hard to find reliable vet|Losing track of vaccinations|Genuine food/accessories hard to find,Word of mouth,Not applicable,Satisfied,Grooming listings|Lost-and-found alerts,,Local pet store,Yes always,Annual sub,No,Neutral,Active,Very Important,Rely on memory,More than 3 times,No
R1350,18-24,Metro,Non-gated apartment,3+ dogs,Mixed breed,3-5 years,12164.0,>10000,,Rarely,Hard to find reliable vet|No pet-friendly spaces|Losing track of vaccinations,Word of mouth,"Yes, managed eventually",Very Dissatisfied,Boarding/walking listings|Event calendar,Rarely,Brand website,Yes when using app,Free with ads,No,Very Important,Not yet but would,Very Important,Spreadsheet/notes app,2-3 times a year,No
R1351,45-59,Metro,Non-gated apartment,1 dog,Indian Pariah|Adopted from shelter,1-3 years,4045.0,2500-5000,Vet & medicines,Frequently,No local dog owner community|Hard to find reliable vet,Social media,"Yes, managed eventually",Dissatisfied,Nearby vet directory|Event calendar,Never,Amazon/Flipkart,Yes always,Freemium,Yes considering,Not Important,Not yet but would,Very Important,Spreadsheet/notes app,Once a year or less,No
R1352,35-44,Metro,Other,None,nan,Planning to adopt,207.0,<1000,nan,Never,Losing track of vaccinations|Difficulty adopting/fostering,Word of mouth,No,Very Dissatisfied,Adoption/fostering network|Community/playdates|Pet-friendly places,Sometimes,Heads Up For Tails/Supertails,Yes always,Freemium,Yes actively,Not Important,,Somewhat Important,Don't track,Never,Yes
R1353,25-34,Tier-3,Gated apartment,1 dog,Adopted from shelter,1-3 years,3197.0,2500-5000,Accessories,Rarely,Travel challenges with dog,,"Yes, very difficult",Neutral,Grooming listings|Adoption/fostering network|Lost-and-found alerts,Rarely,Don't buy online,Yes always,Free with ads,No,Not at all,Active,Very Important,Spreadsheet/notes app,More than 3 times,Maybe
